alignments	anticodons	agreement	count	input_file	simulation_n	quant_method
single	single	incorrect	388	ALLtRNAseq_hESC_5_1	6	shrimp
multiple	multiple	incorrect	12788	ALLtRNAseq_hESC_5_1	6	shrimp
multiple	single	correct	152131	ALLtRNAseq_hESC_5_1	6	shrimp
multiple	single	incorrect	336	ALLtRNAseq_hESC_5_1	6	shrimp
single	single	correct	413244	ALLtRNAseq_hESC_5_1	7	bowtie2
single	single	incorrect	3187	ALLtRNAseq_hESC_5_1	7	bowtie2
multiple	single	correct	224985	ALLtRNAseq_hESC_5_1	7	bowtie2
multiple	single	incorrect	285	ALLtRNAseq_hESC_5_1	7	bowtie2
multiple	multiple	incorrect	354247	ALLtRNAseq_hESC_5_1	7	bowtie2
single	single	correct	371951	ALLtRNAseq_hESC_5_1	7	shrimp
single	single	incorrect	3657	ALLtRNAseq_hESC_5_1	7	shrimp
multiple	single	correct	213848	ALLtRNAseq_hESC_5_1	7	shrimp
multiple	single	incorrect	334	ALLtRNAseq_hESC_5_1	7	shrimp
multiple	multiple	incorrect	311434	ALLtRNAseq_hESC_5_1	7	shrimp
single	single	correct	473807	ALLtRNAseq_hESC_5_1	8	bowtie2
single	single	incorrect	867	ALLtRNAseq_hESC_5_1	8	bowtie2
multiple	multiple	incorrect	94555	ALLtRNAseq_hESC_5_1	8	bowtie2
multiple	single	correct	428488	ALLtRNAseq_hESC_5_1	8	bowtie2
multiple	single	incorrect	327	ALLtRNAseq_hESC_5_1	8	bowtie2
single	single	correct	452821	ALLtRNAseq_hESC_5_1	8	shrimp
single	single	incorrect	1180	ALLtRNAseq_hESC_5_1	8	shrimp
multiple	multiple	incorrect	89004	ALLtRNAseq_hESC_5_1	8	shrimp
multiple	single	correct	402984	ALLtRNAseq_hESC_5_1	8	shrimp
multiple	single	incorrect	381	ALLtRNAseq_hESC_5_1	8	shrimp
single	single	correct	770432	ALLtRNAseq_hESC_5_1	9	bowtie2
single	single	incorrect	15858	ALLtRNAseq_hESC_5_1	9	bowtie2
multiple	multiple	incorrect	42088	ALLtRNAseq_hESC_5_1	9	bowtie2
multiple	single	incorrect	521	ALLtRNAseq_hESC_5_1	9	bowtie2
multiple	single	correct	166327	ALLtRNAseq_hESC_5_1	9	bowtie2
single	single	correct	680082	ALLtRNAseq_hESC_5_1	9	shrimp
single	single	incorrect	15543	ALLtRNAseq_hESC_5_1	9	shrimp
multiple	single	incorrect	584	ALLtRNAseq_hESC_5_1	9	shrimp
multiple	single	correct	143166	ALLtRNAseq_hESC_5_1	9	shrimp
multiple	multiple	incorrect	37022	ALLtRNAseq_hESC_5_1	9	shrimp
single	single	correct	492198	ALLtRNAseq_hESC_5_2	0	bowtie2
single	single	incorrect	638	ALLtRNAseq_hESC_5_2	0	bowtie2
multiple	single	correct	475470	ALLtRNAseq_hESC_5_2	0	bowtie2
multiple	single	incorrect	104	ALLtRNAseq_hESC_5_2	0	bowtie2
multiple	multiple	incorrect	30041	ALLtRNAseq_hESC_5_2	0	bowtie2
single	single	correct	477610	ALLtRNAseq_hESC_5_2	0	shrimp
single	single	incorrect	576	ALLtRNAseq_hESC_5_2	0	shrimp
multiple	single	correct	458093	ALLtRNAseq_hESC_5_2	0	shrimp
multiple	single	incorrect	127	ALLtRNAseq_hESC_5_2	0	shrimp
multiple	multiple	incorrect	27372	ALLtRNAseq_hESC_5_2	0	shrimp
single	single	correct	322577	ALLtRNAseq_hESC_5_2	1	bowtie2
single	single	incorrect	1028	ALLtRNAseq_hESC_5_2	1	bowtie2
multiple	multiple	incorrect	24444	ALLtRNAseq_hESC_5_2	1	bowtie2
multiple	single	correct	646302	ALLtRNAseq_hESC_5_2	1	bowtie2
multiple	single	incorrect	474	ALLtRNAseq_hESC_5_2	1	bowtie2
single	single	correct	305979	ALLtRNAseq_hESC_5_2	1	shrimp
single	single	incorrect	912	ALLtRNAseq_hESC_5_2	1	shrimp
multiple	single	correct	579419	ALLtRNAseq_hESC_5_2	1	shrimp
multiple	single	incorrect	325	ALLtRNAseq_hESC_5_2	1	shrimp
multiple	multiple	incorrect	21890	ALLtRNAseq_hESC_5_2	1	shrimp
single	single	correct	296661	ALLtRNAseq_hESC_5_2	2	bowtie2
single	single	incorrect	2150	ALLtRNAseq_hESC_5_2	2	bowtie2
multiple	multiple	incorrect	265156	ALLtRNAseq_hESC_5_2	2	bowtie2
multiple	single	correct	432627	ALLtRNAseq_hESC_5_2	2	bowtie2
multiple	single	incorrect	468	ALLtRNAseq_hESC_5_2	2	bowtie2
single	single	correct	273315	ALLtRNAseq_hESC_5_2	2	shrimp
single	single	incorrect	2288	ALLtRNAseq_hESC_5_2	2	shrimp
multiple	single	correct	415385	ALLtRNAseq_hESC_5_2	2	shrimp
multiple	single	incorrect	533	ALLtRNAseq_hESC_5_2	2	shrimp
multiple	multiple	incorrect	239532	ALLtRNAseq_hESC_5_2	2	shrimp
single	single	correct	633393	ALLtRNAseq_hESC_5_2	3	bowtie2
single	single	incorrect	842	ALLtRNAseq_hESC_5_2	3	bowtie2
multiple	single	correct	313289	ALLtRNAseq_hESC_5_2	3	bowtie2
multiple	single	incorrect	345	ALLtRNAseq_hESC_5_2	3	bowtie2
multiple	multiple	incorrect	50218	ALLtRNAseq_hESC_5_2	3	bowtie2
single	single	correct	607814	ALLtRNAseq_hESC_5_2	3	shrimp
single	single	incorrect	539	ALLtRNAseq_hESC_5_2	3	shrimp
multiple	single	correct	296964	ALLtRNAseq_hESC_5_2	3	shrimp
multiple	single	incorrect	218	ALLtRNAseq_hESC_5_2	3	shrimp
multiple	multiple	incorrect	41224	ALLtRNAseq_hESC_5_2	3	shrimp
single	single	correct	545967	ALLtRNAseq_hESC_5_2	4	bowtie2
single	single	incorrect	712	ALLtRNAseq_hESC_5_2	4	bowtie2
multiple	multiple	incorrect	47970	ALLtRNAseq_hESC_5_2	4	bowtie2
multiple	single	correct	403535	ALLtRNAseq_hESC_5_2	4	bowtie2
multiple	single	incorrect	201	ALLtRNAseq_hESC_5_2	4	bowtie2
single	single	correct	531598	ALLtRNAseq_hESC_5_2	4	shrimp
single	single	incorrect	777	ALLtRNAseq_hESC_5_2	4	shrimp
multiple	multiple	incorrect	44684	ALLtRNAseq_hESC_5_2	4	shrimp
multiple	single	correct	383288	ALLtRNAseq_hESC_5_2	4	shrimp
multiple	single	incorrect	359	ALLtRNAseq_hESC_5_2	4	shrimp
single	single	correct	273490	ALLtRNAseq_hESC_5_2	5	bowtie2
single	single	incorrect	7419	ALLtRNAseq_hESC_5_2	5	bowtie2
multiple	multiple	incorrect	38131	ALLtRNAseq_hESC_5_2	5	bowtie2
multiple	single	correct	680084	ALLtRNAseq_hESC_5_2	5	bowtie2
multiple	single	incorrect	137	ALLtRNAseq_hESC_5_2	5	bowtie2
single	single	correct	263994	ALLtRNAseq_hESC_5_2	5	shrimp
single	single	incorrect	7495	ALLtRNAseq_hESC_5_2	5	shrimp
multiple	multiple	incorrect	33014	ALLtRNAseq_hESC_5_2	5	shrimp
multiple	single	correct	673746	ALLtRNAseq_hESC_5_2	5	shrimp
multiple	single	incorrect	194	ALLtRNAseq_hESC_5_2	5	shrimp
single	single	correct	374307	ALLtRNAseq_hESC_5_2	6	bowtie2
single	single	incorrect	4273	ALLtRNAseq_hESC_5_2	6	bowtie2
multiple	single	correct	435439	ALLtRNAseq_hESC_5_2	6	bowtie2
multiple	single	incorrect	237	ALLtRNAseq_hESC_5_2	6	bowtie2
multiple	multiple	incorrect	178229	ALLtRNAseq_hESC_5_2	6	bowtie2
single	single	correct	376674	ALLtRNAseq_hESC_5_2	6	shrimp
single	single	incorrect	4318	ALLtRNAseq_hESC_5_2	6	shrimp
multiple	single	correct	320537	ALLtRNAseq_hESC_5_2	6	shrimp
multiple	single	incorrect	256	ALLtRNAseq_hESC_5_2	6	shrimp
multiple	multiple	incorrect	172170	ALLtRNAseq_hESC_5_2	6	shrimp
multiple	multiple	incorrect	10237	ALLtRNAseq_hESC_5_2	7	bowtie2
multiple	single	correct	374793	ALLtRNAseq_hESC_5_2	7	bowtie2
multiple	single	incorrect	69	ALLtRNAseq_hESC_5_2	7	bowtie2
single	single	correct	613704	ALLtRNAseq_hESC_5_2	7	bowtie2
single	single	incorrect	168	ALLtRNAseq_hESC_5_2	7	bowtie2
single	single	correct	631742	ALLtRNAseq_hESC_5_2	7	shrimp
single	single	incorrect	176	ALLtRNAseq_hESC_5_2	7	shrimp
multiple	multiple	incorrect	8549	ALLtRNAseq_hESC_5_2	7	shrimp
multiple	single	correct	335511	ALLtRNAseq_hESC_5_2	7	shrimp
multiple	single	incorrect	71	ALLtRNAseq_hESC_5_2	7	shrimp
single	single	correct	261705	ALLtRNAseq_hESC_5_2	8	bowtie2
single	single	incorrect	683	ALLtRNAseq_hESC_5_2	8	bowtie2
multiple	single	correct	679828	ALLtRNAseq_hESC_5_2	8	bowtie2
multiple	single	incorrect	270	ALLtRNAseq_hESC_5_2	8	bowtie2
multiple	multiple	incorrect	31510	ALLtRNAseq_hESC_5_2	8	bowtie2
single	single	correct	260652	ALLtRNAseq_hESC_5_2	8	shrimp
single	single	incorrect	651	ALLtRNAseq_hESC_5_2	8	shrimp
multiple	single	correct	318851	ALLtRNAseq_hESC_5_2	8	shrimp
multiple	single	incorrect	385	ALLtRNAseq_hESC_5_2	8	shrimp
multiple	multiple	incorrect	28772	ALLtRNAseq_hESC_5_2	8	shrimp
single	single	correct	650298	ALLtRNAseq_hESC_5_2	9	bowtie2
single	single	incorrect	690	ALLtRNAseq_hESC_5_2	9	bowtie2
multiple	multiple	incorrect	24490	ALLtRNAseq_hESC_5_2	9	bowtie2
multiple	single	correct	322672	ALLtRNAseq_hESC_5_2	9	bowtie2
multiple	single	incorrect	328	ALLtRNAseq_hESC_5_2	9	bowtie2
single	single	correct	622165	ALLtRNAseq_hESC_5_2	9	shrimp
single	single	incorrect	814	ALLtRNAseq_hESC_5_2	9	shrimp
multiple	single	correct	309793	ALLtRNAseq_hESC_5_2	9	shrimp
multiple	single	incorrect	338	ALLtRNAseq_hESC_5_2	9	shrimp
multiple	multiple	incorrect	16301	ALLtRNAseq_hESC_5_2	9	shrimp
single	single	correct	499799	ALLtRNAseq_hESC_5_3	0	bowtie2
single	single	incorrect	4531	ALLtRNAseq_hESC_5_3	0	bowtie2
multiple	multiple	incorrect	29002	ALLtRNAseq_hESC_5_3	0	bowtie2
multiple	single	correct	462366	ALLtRNAseq_hESC_5_3	0	bowtie2
multiple	single	incorrect	410	ALLtRNAseq_hESC_5_3	0	bowtie2
single	single	correct	464018	ALLtRNAseq_hESC_5_3	0	shrimp
single	single	incorrect	4349	ALLtRNAseq_hESC_5_3	0	shrimp
multiple	single	correct	427806	ALLtRNAseq_hESC_5_3	0	shrimp
multiple	single	incorrect	320	ALLtRNAseq_hESC_5_3	0	shrimp
multiple	multiple	incorrect	17112	ALLtRNAseq_hESC_5_3	0	shrimp
multiple	multiple	incorrect	75799	ALLtRNAseq_hESC_5_3	1	bowtie2
multiple	single	correct	518418	ALLtRNAseq_hESC_5_3	1	bowtie2
multiple	single	incorrect	208	ALLtRNAseq_hESC_5_3	1	bowtie2
single	single	correct	402514	ALLtRNAseq_hESC_5_3	1	bowtie2
single	single	incorrect	2086	ALLtRNAseq_hESC_5_3	1	bowtie2
single	single	correct	391006	ALLtRNAseq_hESC_5_3	1	shrimp
single	single	incorrect	1480	ALLtRNAseq_hESC_5_3	1	shrimp
multiple	single	correct	514413	ALLtRNAseq_hESC_5_3	1	shrimp
multiple	single	incorrect	207	ALLtRNAseq_hESC_5_3	1	shrimp
multiple	multiple	incorrect	64639	ALLtRNAseq_hESC_5_3	1	shrimp
multiple	multiple	incorrect	65327	ALLtRNAseq_hESC_5_3	2	bowtie2
multiple	single	correct	590931	ALLtRNAseq_hESC_5_3	2	bowtie2
multiple	single	incorrect	679	ALLtRNAseq_hESC_5_3	2	bowtie2
single	single	correct	338007	ALLtRNAseq_hESC_5_3	2	bowtie2
single	single	incorrect	986	ALLtRNAseq_hESC_5_3	2	bowtie2
multiple	single	correct	571176	ALLtRNAseq_hESC_5_3	2	shrimp
multiple	single	incorrect	532	ALLtRNAseq_hESC_5_3	2	shrimp
multiple	multiple	incorrect	56439	ALLtRNAseq_hESC_5_3	2	shrimp
single	single	correct	312228	ALLtRNAseq_hESC_5_3	2	shrimp
single	single	incorrect	978	ALLtRNAseq_hESC_5_3	2	shrimp
single	single	correct	403141	ALLtRNAseq_hESC_5_3	3	bowtie2
single	single	incorrect	1758	ALLtRNAseq_hESC_5_3	3	bowtie2
multiple	multiple	incorrect	35590	ALLtRNAseq_hESC_5_3	3	bowtie2
multiple	single	correct	557968	ALLtRNAseq_hESC_5_3	3	bowtie2
multiple	single	incorrect	169	ALLtRNAseq_hESC_5_3	3	bowtie2
single	single	correct	386672	ALLtRNAseq_hESC_5_3	3	shrimp
single	single	incorrect	1752	ALLtRNAseq_hESC_5_3	3	shrimp
multiple	multiple	incorrect	28722	ALLtRNAseq_hESC_5_3	3	shrimp
multiple	single	correct	536923	ALLtRNAseq_hESC_5_3	3	shrimp
multiple	single	incorrect	208	ALLtRNAseq_hESC_5_3	3	shrimp
multiple	multiple	incorrect	17120	ALLtRNAseq_hESC_5_3	4	bowtie2
multiple	single	correct	767502	ALLtRNAseq_hESC_5_3	4	bowtie2
multiple	single	incorrect	357	ALLtRNAseq_hESC_5_3	4	bowtie2
single	single	correct	213425	ALLtRNAseq_hESC_5_3	4	bowtie2
single	single	incorrect	657	ALLtRNAseq_hESC_5_3	4	bowtie2
single	single	correct	209906	ALLtRNAseq_hESC_5_3	4	shrimp
single	single	incorrect	635	ALLtRNAseq_hESC_5_3	4	shrimp
multiple	single	correct	756607	ALLtRNAseq_hESC_5_3	4	shrimp
multiple	single	incorrect	500	ALLtRNAseq_hESC_5_3	4	shrimp
multiple	multiple	incorrect	12742	ALLtRNAseq_hESC_5_3	4	shrimp
single	single	correct	664015	ALLtRNAseq_hESC_5_3	5	bowtie2
single	single	incorrect	2167	ALLtRNAseq_hESC_5_3	5	bowtie2
multiple	multiple	incorrect	57952	ALLtRNAseq_hESC_5_3	5	bowtie2
multiple	single	correct	272174	ALLtRNAseq_hESC_5_3	5	bowtie2
multiple	single	incorrect	776	ALLtRNAseq_hESC_5_3	5	bowtie2
single	single	correct	489519	ALLtRNAseq_hESC_5_3	5	shrimp
single	single	incorrect	939	ALLtRNAseq_hESC_5_3	5	shrimp
multiple	multiple	incorrect	46893	ALLtRNAseq_hESC_5_3	5	shrimp
multiple	single	correct	255407	ALLtRNAseq_hESC_5_3	5	shrimp
multiple	single	incorrect	216	ALLtRNAseq_hESC_5_3	5	shrimp
single	single	correct	435430	ALLtRNAseq_hESC_5_3	6	bowtie2
single	single	incorrect	1671	ALLtRNAseq_hESC_5_3	6	bowtie2
multiple	multiple	incorrect	66478	ALLtRNAseq_hESC_5_3	6	bowtie2
multiple	single	correct	489239	ALLtRNAseq_hESC_5_3	6	bowtie2
multiple	single	incorrect	871	ALLtRNAseq_hESC_5_3	6	bowtie2
single	single	correct	295158	ALLtRNAseq_hESC_5_3	6	shrimp
single	single	incorrect	852	ALLtRNAseq_hESC_5_3	6	shrimp
multiple	single	correct	460219	ALLtRNAseq_hESC_5_3	6	shrimp
multiple	single	incorrect	1194	ALLtRNAseq_hESC_5_3	6	shrimp
multiple	multiple	incorrect	54649	ALLtRNAseq_hESC_5_3	6	shrimp
single	single	correct	261077	ALLtRNAseq_hESC_5_3	7	bowtie2
single	single	incorrect	1334	ALLtRNAseq_hESC_5_3	7	bowtie2
multiple	multiple	incorrect	66646	ALLtRNAseq_hESC_5_3	7	bowtie2
multiple	single	correct	661068	ALLtRNAseq_hESC_5_3	7	bowtie2
multiple	single	incorrect	770	ALLtRNAseq_hESC_5_3	7	bowtie2
single	single	correct	227065	ALLtRNAseq_hESC_5_3	7	shrimp
single	single	incorrect	1217	ALLtRNAseq_hESC_5_3	7	shrimp
multiple	multiple	incorrect	56971	ALLtRNAseq_hESC_5_3	7	shrimp
multiple	single	correct	616275	ALLtRNAseq_hESC_5_3	7	shrimp
multiple	single	incorrect	376	ALLtRNAseq_hESC_5_3	7	shrimp
multiple	multiple	incorrect	62902	ALLtRNAseq_hESC_5_3	8	bowtie2
multiple	single	correct	654991	ALLtRNAseq_hESC_5_3	8	bowtie2
multiple	single	incorrect	232	ALLtRNAseq_hESC_5_3	8	bowtie2
single	single	correct	278433	ALLtRNAseq_hESC_5_3	8	bowtie2
single	single	incorrect	1183	ALLtRNAseq_hESC_5_3	8	bowtie2
single	single	correct	263019	ALLtRNAseq_hESC_5_3	8	shrimp
single	single	incorrect	978	ALLtRNAseq_hESC_5_3	8	shrimp
multiple	multiple	incorrect	52288	ALLtRNAseq_hESC_5_3	8	shrimp
multiple	single	correct	637141	ALLtRNAseq_hESC_5_3	8	shrimp
multiple	single	incorrect	259	ALLtRNAseq_hESC_5_3	8	shrimp
single	single	correct	358155	ALLtRNAseq_hESC_5_3	9	bowtie2
single	single	incorrect	1135	ALLtRNAseq_hESC_5_3	9	bowtie2
multiple	multiple	incorrect	88406	ALLtRNAseq_hESC_5_3	9	bowtie2
multiple	single	correct	550366	ALLtRNAseq_hESC_5_3	9	bowtie2
multiple	single	incorrect	263	ALLtRNAseq_hESC_5_3	9	bowtie2
single	single	correct	341672	ALLtRNAseq_hESC_5_3	9	shrimp
single	single	incorrect	1158	ALLtRNAseq_hESC_5_3	9	shrimp
multiple	multiple	incorrect	76202	ALLtRNAseq_hESC_5_3	9	shrimp
multiple	single	correct	535493	ALLtRNAseq_hESC_5_3	9	shrimp
multiple	single	incorrect	146	ALLtRNAseq_hESC_5_3	9	shrimp
single	single	correct	261693	DMtRNAseq_treated_1	0	bowtie2
single	single	incorrect	962	DMtRNAseq_treated_1	0	bowtie2
multiple	multiple	incorrect	68630	DMtRNAseq_treated_1	0	bowtie2
multiple	single	incorrect	510	DMtRNAseq_treated_1	0	bowtie2
multiple	single	correct	666902	DMtRNAseq_treated_1	0	bowtie2
single	single	correct	232315	DMtRNAseq_treated_1	0	shrimp
single	single	incorrect	1498	DMtRNAseq_treated_1	0	shrimp
multiple	multiple	incorrect	64994	DMtRNAseq_treated_1	0	shrimp
multiple	single	incorrect	864	DMtRNAseq_treated_1	0	shrimp
multiple	single	correct	649999	DMtRNAseq_treated_1	0	shrimp
single	single	correct	460094	DMtRNAseq_treated_1	1	bowtie2
single	single	incorrect	1476	DMtRNAseq_treated_1	1	bowtie2
multiple	multiple	incorrect	218414	DMtRNAseq_treated_1	1	bowtie2
multiple	single	correct	318982	DMtRNAseq_treated_1	1	bowtie2
multiple	single	incorrect	566	DMtRNAseq_treated_1	1	bowtie2
single	single	correct	442618	DMtRNAseq_treated_1	1	shrimp
single	single	incorrect	2579	DMtRNAseq_treated_1	1	shrimp
multiple	multiple	incorrect	218417	DMtRNAseq_treated_1	1	shrimp
multiple	single	correct	321922	DMtRNAseq_treated_1	1	shrimp
multiple	single	incorrect	2448	DMtRNAseq_treated_1	1	shrimp
single	single	correct	671332	DMtRNAseq_treated_1	2	bowtie2
single	single	incorrect	394	DMtRNAseq_treated_1	2	bowtie2
multiple	single	correct	296996	DMtRNAseq_treated_1	2	bowtie2
multiple	single	incorrect	2333	DMtRNAseq_treated_1	2	bowtie2
multiple	multiple	incorrect	27914	DMtRNAseq_treated_1	2	bowtie2
single	single	correct	650644	DMtRNAseq_treated_1	2	shrimp
single	single	incorrect	827	DMtRNAseq_treated_1	2	shrimp
multiple	single	correct	292819	DMtRNAseq_treated_1	2	shrimp
multiple	single	incorrect	2707	DMtRNAseq_treated_1	2	shrimp
multiple	multiple	incorrect	24695	DMtRNAseq_treated_1	2	shrimp
single	single	correct	512425	DMtRNAseq_treated_1	3	bowtie2
single	single	incorrect	1150	DMtRNAseq_treated_1	3	bowtie2
multiple	multiple	incorrect	89708	DMtRNAseq_treated_1	3	bowtie2
multiple	single	incorrect	544	DMtRNAseq_treated_1	3	bowtie2
multiple	single	correct	395388	DMtRNAseq_treated_1	3	bowtie2
single	single	correct	508717	DMtRNAseq_treated_1	3	shrimp
single	single	incorrect	1408	DMtRNAseq_treated_1	3	shrimp
multiple	multiple	incorrect	59957	DMtRNAseq_treated_1	3	shrimp
multiple	single	incorrect	921	DMtRNAseq_treated_1	3	shrimp
multiple	single	correct	388917	DMtRNAseq_treated_1	3	shrimp
single	single	correct	231251	DMtRNAseq_treated_1	4	bowtie2
single	single	incorrect	948	DMtRNAseq_treated_1	4	bowtie2
multiple	single	correct	721411	DMtRNAseq_treated_1	4	bowtie2
multiple	single	incorrect	504	DMtRNAseq_treated_1	4	bowtie2
multiple	multiple	incorrect	44169	DMtRNAseq_treated_1	4	bowtie2
single	single	correct	213240	DMtRNAseq_treated_1	4	shrimp
single	single	incorrect	1089	DMtRNAseq_treated_1	4	shrimp
multiple	single	correct	710379	DMtRNAseq_treated_1	4	shrimp
multiple	single	incorrect	1261	DMtRNAseq_treated_1	4	shrimp
multiple	multiple	incorrect	36060	DMtRNAseq_treated_1	4	shrimp
single	single	correct	226458	DMtRNAseq_treated_1	5	bowtie2
single	single	incorrect	704	DMtRNAseq_treated_1	5	bowtie2
multiple	single	correct	747109	DMtRNAseq_treated_1	5	bowtie2
multiple	single	incorrect	90	DMtRNAseq_treated_1	5	bowtie2
multiple	multiple	incorrect	22447	DMtRNAseq_treated_1	5	bowtie2
multiple	single	correct	728243	DMtRNAseq_treated_1	5	shrimp
multiple	single	incorrect	227	DMtRNAseq_treated_1	5	shrimp
multiple	multiple	incorrect	20562	DMtRNAseq_treated_1	5	shrimp
single	single	correct	217379	DMtRNAseq_treated_1	5	shrimp
single	single	incorrect	1123	DMtRNAseq_treated_1	5	shrimp
single	single	correct	347152	DMtRNAseq_treated_1	6	bowtie2
single	single	incorrect	819	DMtRNAseq_treated_1	6	bowtie2
multiple	multiple	incorrect	27710	DMtRNAseq_treated_1	6	bowtie2
multiple	single	correct	622143	DMtRNAseq_treated_1	6	bowtie2
multiple	single	incorrect	177	DMtRNAseq_treated_1	6	bowtie2
single	single	correct	361837	DMtRNAseq_treated_1	6	shrimp
single	single	incorrect	1022	DMtRNAseq_treated_1	6	shrimp
multiple	single	correct	574675	DMtRNAseq_treated_1	6	shrimp
multiple	single	incorrect	311	DMtRNAseq_treated_1	6	shrimp
multiple	multiple	incorrect	25058	DMtRNAseq_treated_1	6	shrimp
single	single	correct	135380	DMtRNAseq_treated_1	7	bowtie2
single	single	incorrect	1757	DMtRNAseq_treated_1	7	bowtie2
multiple	single	correct	736484	DMtRNAseq_treated_1	7	bowtie2
multiple	single	incorrect	475	DMtRNAseq_treated_1	7	bowtie2
multiple	multiple	incorrect	125126	DMtRNAseq_treated_1	7	bowtie2
single	single	correct	130269	DMtRNAseq_treated_1	7	shrimp
single	single	incorrect	1954	DMtRNAseq_treated_1	7	shrimp
multiple	single	correct	728657	DMtRNAseq_treated_1	7	shrimp
multiple	single	incorrect	822	DMtRNAseq_treated_1	7	shrimp
multiple	multiple	incorrect	115358	DMtRNAseq_treated_1	7	shrimp
single	single	correct	365834	DMtRNAseq_treated_1	8	bowtie2
single	single	incorrect	151302	DMtRNAseq_treated_1	8	bowtie2
multiple	multiple	incorrect	68186	DMtRNAseq_treated_1	8	bowtie2
multiple	single	incorrect	750	DMtRNAseq_treated_1	8	bowtie2
multiple	single	correct	391009	DMtRNAseq_treated_1	8	bowtie2
single	single	correct	333925	DMtRNAseq_treated_1	8	shrimp
single	single	incorrect	785	DMtRNAseq_treated_1	8	shrimp
multiple	single	incorrect	840	DMtRNAseq_treated_1	8	shrimp
multiple	single	correct	381196	DMtRNAseq_treated_1	8	shrimp
multiple	multiple	incorrect	43652	DMtRNAseq_treated_1	8	shrimp
single	single	correct	587060	DMtRNAseq_treated_1	9	bowtie2
single	single	incorrect	1333	DMtRNAseq_treated_1	9	bowtie2
multiple	multiple	incorrect	102629	DMtRNAseq_treated_1	9	bowtie2
multiple	single	correct	306840	DMtRNAseq_treated_1	9	bowtie2
multiple	single	incorrect	1204	DMtRNAseq_treated_1	9	bowtie2
single	single	correct	593712	DMtRNAseq_treated_1	9	shrimp
single	single	incorrect	1913	DMtRNAseq_treated_1	9	shrimp
multiple	multiple	incorrect	87556	DMtRNAseq_treated_1	9	shrimp
multiple	single	correct	294303	DMtRNAseq_treated_1	9	shrimp
multiple	single	incorrect	1540	DMtRNAseq_treated_1	9	shrimp
multiple	single	correct	155460	DMtRNAseq_treated_2	0	bowtie2
multiple	single	incorrect	43	DMtRNAseq_treated_2	0	bowtie2
multiple	multiple	incorrect	7803	DMtRNAseq_treated_2	0	bowtie2
single	single	correct	835901	DMtRNAseq_treated_2	0	bowtie2
single	single	incorrect	257	DMtRNAseq_treated_2	0	bowtie2
single	single	correct	826561	DMtRNAseq_treated_2	0	shrimp
single	single	incorrect	565	DMtRNAseq_treated_2	0	shrimp
multiple	single	correct	146967	DMtRNAseq_treated_2	0	shrimp
multiple	single	incorrect	63	DMtRNAseq_treated_2	0	shrimp
multiple	multiple	incorrect	7045	DMtRNAseq_treated_2	0	shrimp
single	single	correct	153599	DMtRNAseq_treated_2	1	bowtie2
single	single	incorrect	720	DMtRNAseq_treated_2	1	bowtie2
multiple	single	correct	821460	DMtRNAseq_treated_2	1	bowtie2
multiple	single	incorrect	689	DMtRNAseq_treated_2	1	bowtie2
multiple	multiple	incorrect	22682	DMtRNAseq_treated_2	1	bowtie2
single	single	correct	164254	DMtRNAseq_treated_2	1	shrimp
single	single	incorrect	978	DMtRNAseq_treated_2	1	shrimp
multiple	single	correct	791812	DMtRNAseq_treated_2	1	shrimp
multiple	single	incorrect	1217	DMtRNAseq_treated_2	1	shrimp
multiple	multiple	incorrect	21589	DMtRNAseq_treated_2	1	shrimp
single	single	correct	327931	DMtRNAseq_treated_2	2	bowtie2
single	single	incorrect	562	DMtRNAseq_treated_2	2	bowtie2
multiple	single	correct	631897	DMtRNAseq_treated_2	2	bowtie2
multiple	single	incorrect	535	DMtRNAseq_treated_2	2	bowtie2
multiple	multiple	incorrect	36977	DMtRNAseq_treated_2	2	bowtie2
single	single	correct	319908	DMtRNAseq_treated_2	2	shrimp
single	single	incorrect	646	DMtRNAseq_treated_2	2	shrimp
multiple	single	correct	614332	DMtRNAseq_treated_2	2	shrimp
multiple	single	incorrect	576	DMtRNAseq_treated_2	2	shrimp
multiple	multiple	incorrect	23892	DMtRNAseq_treated_2	2	shrimp
single	single	correct	528146	DMtRNAseq_treated_2	3	bowtie2
single	single	incorrect	804	DMtRNAseq_treated_2	3	bowtie2
multiple	multiple	incorrect	84538	DMtRNAseq_treated_2	3	bowtie2
multiple	single	correct	384152	DMtRNAseq_treated_2	3	bowtie2
multiple	single	incorrect	588	DMtRNAseq_treated_2	3	bowtie2
single	single	correct	524543	DMtRNAseq_treated_2	3	shrimp
single	single	incorrect	1175	DMtRNAseq_treated_2	3	shrimp
multiple	multiple	incorrect	71606	DMtRNAseq_treated_2	3	shrimp
multiple	single	correct	370497	DMtRNAseq_treated_2	3	shrimp
multiple	single	incorrect	1077	DMtRNAseq_treated_2	3	shrimp
single	single	correct	252698	DMtRNAseq_treated_2	4	bowtie2
single	single	incorrect	555	DMtRNAseq_treated_2	4	bowtie2
multiple	multiple	incorrect	14507	DMtRNAseq_treated_2	4	bowtie2
multiple	single	correct	728812	DMtRNAseq_treated_2	4	bowtie2
multiple	single	incorrect	650	DMtRNAseq_treated_2	4	bowtie2
single	single	correct	254744	DMtRNAseq_treated_2	4	shrimp
single	single	incorrect	403	DMtRNAseq_treated_2	4	shrimp
multiple	multiple	incorrect	11954	DMtRNAseq_treated_2	4	shrimp
multiple	single	correct	649101	DMtRNAseq_treated_2	4	shrimp
